MTB	1	1000	-0.092866756
MTB	1001	2000	-0.054863682
MTB	2001	3000	0.011470985
MTB	3001	4000	0.055003313
MTB	4001	5000	0.086127548
MTB	5001	6000	0.107201043
MTB	6001	7000	0.071612903
MTB	7001	8000	0.037037037
MTB	8001	9000	0.029902424
MTB	9001	10000	0.033312382
MTB	10001	11000	0.025277435
MTB	11001	12000	0.012954966
MTB	12001	13000	0.007805183
MTB	13001	14000	-0.011128776
MTB	14001	15000	-0.002528445
MTB	15001	16000	0.015306122
MTB	16001	17000	0.042633229
MTB	17001	18000	0.047207652
MTB	18001	19000	0.071274298
MTB	19001	20000	0.06786489
MTB	20001	21000	0.076076994
MTB	21001	22000	0.05596556
MTB	22001	23000	0.045719546
MTB	23001	24000	0.031135531
MTB	24001	25000	0.0288635
MTB	25001	26000	-0.004538578
MTB	26001	27000	0.014852986
MTB	27001	28000	0.026506024
MTB	28001	29000	0.024154589
MTB	29001	30000	0.00968523
MTB	30001	31000	0.010968921
MTB	31001	32000	0.008515815
MTB	32001	33000	0.011501399
MTB	33001	34000	0.021385254
MTB	34001	35000	0.033586819
MTB	35001	36000	0.018436109
MTB	36001	37000	-0.01369863
MTB	37001	38000	-0.023929471
MTB	38001	39000	-0.042073171
MTB	39001	40000	-0.064792176
MTB	40001	41000	-0.041916168
MTB	41001	42000	0.002392344
MTB	42001	43000	0.007473842
MTB	43001	44000	0.021084337
MTB	44001	45000	0.048555624
MTB	45001	46000	0.052697616
MTB	46001	47000	0.03762251
MTB	47001	48000	0.046899591
MTB	48001	49000	0.034201443
MTB	49001	50000	0.030978934
MTB	50001	51000	0.022249691
MTB	51001	52000	0.01459854
MTB	52001	53000	0.008604794
MTB	53001	54000	0.021013597
MTB	54001	55000	0.011124845
MTB	55001	56000	0.020220588
MTB	56001	57000	0.020522388
MTB	57001	58000	0.022042844
MTB	58001	59000	0.025529265
MTB	59001	60000	0.047172759
MTB	60001	61000	0.049118388
MTB	61001	62000	0.049713193
MTB	62001	63000	0.038226791
MTB	63001	64000	0.028109855
MTB	64001	65000	0.005743459
MTB	65001	66000	-0.005018821
MTB	66001	67000	-0.01172116
MTB	67001	68000	0.008583691
MTB	68001	69000	0.002129601
MTB	69001	70000	-0.01499847
MTB	70001	71000	-0.019950125
MTB	71001	72000	-0.013577518
MTB	72001	73000	-0.026290782
MTB	73001	74000	-0.023622047
MTB	74001	75000	-0.003154574
MTB	75001	76000	0.001883239
MTB	76001	77000	0.033292232
MTB	77001	78000	0.041449186
MTB	78001	79000	0.040590406
MTB	79001	80000	0.047234307
MTB	80001	81000	0.067376998
MTB	81001	82000	0.066248038
MTB	82001	83000	0.059412133
MTB	83001	84000	0.075957313
MTB	84001	85000	0.079069767
MTB	85001	86000	0.07281106
MTB	86001	87000	0.035082273
MTB	87001	88000	0.033680343
MTB	88001	89000	0.04566072
MTB	89001	90000	0.053480729
MTB	90001	91000	0.04363104
MTB	91001	92000	0.058179724
MTB	92001	93000	0.061307114
MTB	93001	94000	0.040482343
MTB	94001	95000	0.008926001
MTB	95001	96000	0.002366864
MTB	96001	97000	-0.00210021
MTB	97001	98000	0.005431503
MTB	98001	99000	0.006101281
MTB	99001	100000	0.035648433
MTB	100001	101000	0.042508291
MTB	101001	102000	0.028998505
MTB	102001	103000	0.063449508
MTB	103001	104000	0.078167116
MTB	104001	105000	0.031212485
MTB	105001	106000	0.010519802
MTB	106001	107000	0.014840543
MTB	107001	108000	-0.033664636
MTB	108001	109000	-0.040436457
MTB	109001	110000	0.002587322
MTB	110001	111000	0.017186505
MTB	111001	112000	0.036295369
MTB	112001	113000	0.042612753
MTB	113001	114000	0.063135202
MTB	114001	115000	0.071341463
MTB	115001	116000	0.074962064
MTB	116001	117000	0.078603945
MTB	117001	118000	0.069343066
MTB	118001	119000	0.042114971
MTB	119001	120000	0.005518087
MTB	120001	121000	-0.002775208
MTB	121001	122000	-0.026674938
MTB	122001	123000	-0.009642302
MTB	123001	124000	-0.006153846
MTB	124001	125000	0.004320988
MTB	125001	126000	0.010635065
MTB	126001	127000	0.01338091
MTB	127001	128000	-0.007897046
MTB	128001	129000	-0.023350846
MTB	129001	130000	-0.013852048
MTB	130001	131000	0.028321168
MTB	131001	132000	0.066588442
MTB	132001	133000	0.078705079
MTB	133001	134000	0.097329377
MTB	134001	135000	0.111044418
MTB	135001	136000	0.076680341
MTB	136001	137000	0.052494294
MTB	137001	138000	0.054830287
MTB	138001	139000	0.057104914
MTB	139001	140000	0.049330284
MTB	140001	141000	0.050890585
MTB	141001	142000	0.035703198
MTB	142001	143000	0.036380312
MTB	143001	144000	0.016928658
MTB	144001	145000	-0.000300571
MTB	145001	146000	-0.013772455
MTB	146001	147000	-0.003597122
MTB	147001	148000	-0.005494505
MTB	148001	149000	0.052040213
MTB	149001	150000	0.075
MTB	150001	151000	0.088965916
MTB	151001	152000	0.071995298
MTB	152001	153000	0.061498106
MTB	153001	154000	0.017173848
MTB	154001	155000	0.019547006
MTB	155001	156000	0.02
MTB	156001	157000	0.032973806
MTB	157001	158000	0.029593095
MTB	158001	159000	0.042592593
MTB	159001	160000	0.027878788
MTB	160001	161000	0.036566939
MTB	161001	162000	0.04077318
MTB	162001	163000	0.039636914
MTB	163001	164000	0.035108959
MTB	164001	165000	0.037851038
MTB	165001	166000	0.026194145
MTB	166001	167000	0.033160937
MTB	167001	168000	0.034711742
MTB	168001	169000	0.01230123
MTB	169001	170000	0.012368024
MTB	170001	171000	-0.002093928
MTB	171001	172000	0.001519295
MTB	172001	173000	0.001833741
MTB	173001	174000	0.02253782
MTB	174001	175000	0.041138262
MTB	175001	176000	0.060427642
MTB	176001	177000	0.073690812
MTB	177001	178000	0.091656131
MTB	178001	179000	0.102442119
MTB	179001	180000	0.080301129
MTB	180001	181000	0.075870647
MTB	181001	182000	0.053505535
MTB	182001	183000	0.062632375
MTB	183001	184000	0.036159222
MTB	184001	185000	0.046022554
MTB	185001	186000	0.035548686
MTB	186001	187000	0.058234189
MTB	187001	188000	0.04328594
MTB	188001	189000	0.059780908
MTB	189001	190000	0.057178372
MTB	190001	191000	0.06501548
MTB	191001	192000	0.035422343
MTB	192001	193000	0.027158987
MTB	193001	194000	0.025985937
MTB	194001	195000	0.022015504
MTB	195001	196000	0.023139462
MTB	196001	197000	0.031871253
MTB	197001	198000	0.034177215
MTB	198001	199000	0.031349968
MTB	199001	200000	0.01894061
MTB	200001	201000	-0.004715498
MTB	201001	202000	-0.016905901
MTB	202001	203000	-0.019817553
MTB	203001	204000	-0.03745672
MTB	204001	205000	-0.033312382
MTB	205001	206000	-0.00031837
MTB	206001	207000	0.01847792
MTB	207001	208000	0.025316456
MTB	208001	209000	0.033898305
MTB	209001	210000	0.036780887
MTB	210001	211000	0.021542304
MTB	211001	212000	0.023622047
MTB	212001	213000	0.012445551
MTB	213001	214000	0.00797057
MTB	214001	215000	0.018935978
MTB	215001	216000	0.029972752
MTB	216001	217000	0.024186324
MTB	217001	218000	0.041905336
MTB	218001	219000	0.055775678
MTB	219001	220000	0.038992938
MTB	220001	221000	0.029203812
MTB	221001	222000	0.029969419
MTB	222001	223000	0.009068924
MTB	223001	224000	0.005783866
MTB	224001	225000	0.019777503
MTB	225001	226000	0.027010245
MTB	226001	227000	0.025210084
MTB	227001	228000	0.034182722
MTB	228001	229000	0.035714286
MTB	229001	230000	0.027956989
MTB	230001	231000	0.028241725
MTB	231001	232000	0.023540202
MTB	232001	233000	0.0143951
MTB	233001	234000	0.018215499
MTB	234001	235000	0.020508111
MTB	235001	236000	0.012611504
MTB	236001	237000	0.011304614
MTB	237001	238000	0.014705882
MTB	238001	239000	0.001812689
MTB	239001	240000	0.000604595
MTB	240001	241000	0.009895052
MTB	241001	242000	-0.003306282
MTB	242001	243000	0.019323671
MTB	243001	244000	0.032973621
MTB	244001	245000	0.031438936
MTB	245001	246000	0.016503667
MTB	246001	247000	0.02746066
MTB	247001	248000	0.010076336
MTB	248001	249000	0.015873016
MTB	249001	250000	0.033104682
MTB	250001	251000	0.040167866
MTB	251001	252000	0.042413381
MTB	252001	253000	0.043085267
MTB	253001	254000	0.035228677
MTB	254001	255000	0.01511335
MTB	255001	256000	0.011580595
MTB	256001	257000	-0.005653266
MTB	257001	258000	-0.007844368
MTB	258001	259000	-0.013588635
MTB	259001	260000	0.00524206
MTB	260001	261000	0.015197568
MTB	261001	262000	0.027108434
MTB	262001	263000	0.035215543
MTB	263001	264000	0.034969325
MTB	264001	265000	0.038284839
MTB	265001	266000	0.019888129
MTB	266001	267000	0.016526349
MTB	267001	268000	0.021237304
MTB	268001	269000	0.024242424
MTB	269001	270000	-0.014042426
MTB	270001	271000	0.006532067
MTB	271001	272000	0.014226437
MTB	272001	273000	0.017388742
MTB	273001	274000	0.020933014
MTB	274001	275000	0.045165202
MTB	275001	276000	0.018315018
MTB	276001	277000	0.004904966
MTB	277001	278000	-0.019888129
MTB	278001	279000	-0.023069825
MTB	279001	280000	-0.01499847
MTB	280001	281000	0.001230769
MTB	281001	282000	-0.002134797
MTB	282001	283000	0.017921147
MTB	283001	284000	0.023760634
MTB	284001	285000	-0.003745318
MTB	285001	286000	-0.009319401
MTB	286001	287000	0.025176803
MTB	287001	288000	0.018572258
MTB	288001	289000	0.019282112
MTB	289001	290000	0.039856158
MTB	290001	291000	0.042082955
MTB	291001	292000	0.025408348
MTB	292001	293000	0.019323671
MTB	293001	294000	0.012070006
MTB	294001	295000	0.012078043
